Geneid	RNA STAR on data 13, data 25, and data 24: mapped.bam
NEU1	3
VARS1	0
VWA7	0
SAPCD1-AS1	0
SAPCD1	0
RNU6-850P	0
MSH5	0
MSH5-SAPCD1	0
LOC105375020	2
CLIC1	0
DDAH2	5
MPIG6B	0
LY6G6C	0
LY6G6D	0
LY6G6E	0
LY6G6F	0
LY6G6F-LY6G6D	0
MIR4646	0
LOC105375018	0
ABHD16A	0
LOC105375019	0
LY6G5C	11
LY6G5B	3
CSNK2B	9
GPANK1	0
C6orf47	0
APOM	0
BAG6	0
MIR6832	0
SNORA38	1
PRRC2A	16
AIF1	1
UQCRHP1	0
NCR3	1
LST1	0
LTB	0
TNF	0
LTA	0
LOC100287329	0
NFKBIL1	0
ATP6V1G2	0
DDX39B-AS1	0
SNORD84	0
SNORD117	0
DDX39B	0
ATP6V1G2-DDX39B	0
MCCD1	0
RPL15P4	2
PPIAP9	0
MICB	4
MICB-DT	0
HCG26	32
HCP5	1
HLA-X	0
LINC01149	3
MICA	106
MICA-AS1	7
LOC105379664	0
MIR6891	0
HLA-B	10460
LINC02571	0
RPL3P2	61
USP8P1	1
HLA-C	18059
HCG27	2
PSORS1C3	2
POU5F1	4
TCF19	9
RNU6-1133P	2
HCG22	0
MUC22	3
LINC00243	10
HCG20	0
RN7SL353P	0
IER3	5
IER3-AS1	0
FLOT1	14
TUBB	206
MDC1-AS1	0
MDC1	3
LOC107987457	0
DHX16	0
C6orf136	0
PTMAP1	8
ATAT1	0
MRPS18B	1
PPP1R10	3
MIR877	0
ABCF1	0
ABCF1-DT	4
PRR3	0
GNL1	0
LINC02569	0
HLA-E	0
RANP1	0
SUCLA2P1	0
LOC105375012	0
MICC	3
UBQLN1P1	0
HLA-N	0
RPP21	0
TRIM39-RPP21	0
TRIM39	0
HCG18	6
HLA-L	2
HCG17	0
PAIP1P1	1
TRIM26	6
TRIM15	0
TRIM10	0
TRIM40	0
TRIM31-AS1	0
TRIM31	0
RNF39	8
PPP1R11	86
POLR1H	53
ETF1P1	1
HLA-J	2
HCG4P3	0
ZNRD1ASP	5
LOC353007	0
MCCD1P2	0
DDX39BP2	0
HCG9	1
HLA-A	12225
HLA-K	23
HCG4B	0
DDX39BP1	0
HLA-H	9
HCP5B	0
LOC105375010	6
HCGVIII-2	0
HLA-G	1
MICG	0
RPL7AP7	2
HLA-P	0
HCG4P9	10
HLA-V	0
HCG4	0
LOC353010	0
LOC105379663	3
IFITM4P	0
MICE	3
HLA-F-AS1	20
HLA-F	154
ZDHHC20P1	0
ZFP57	0
MOG	8
SUMO2P1	4
GABBR1	2
OR2I1P	0
GPR53P	0
LINC01015	0
LINC02829	1
RPS17P1	0
MAS1L	0
LOC105375008	0
MAS1LP1	0
UBDP1	0
OR2H1	2
LOC105379641	0
OR10C1	0
OR11A1	0
OR12D1	0
OR12D2	0
OR12D3	0
OR5V1	0
DDX6P1	0
OR14J1	3
OR2B4P	0
LOC105375005	0
OR2U2P	0
OR2U1P	0
OR2G1P	0
LOC101929006	0
OR2H4P	0
OR2J4P	0
OR2J2	0
OR2N1P	0
OR2J3	0
OR2J1	0
OR2B3	0
SAR1AP1	0
OR2P1P	0
OR2W1	0
LOC100129636	0
OR2AD1P	0
LOC105375002	0
ZNF311	2
TRL-AAG3-1	0
HCG15	3
TRE-CTC1-6	0
TRF-GAA1-2	0
RN7SL471P	6
KRT18P1	0
TRM-CAT3-2	0
TRK-TTT3-3	0
TRM-CAT3-1	0
LINC01556	0
TRL-AAG2-2	3
TRQ-CTG1-3	0
TRL-CAA1-2	0
RNU6-930P	0
TRIM27	0
HCG14	0
TRL-CAA1-1	0
ZNF90P2	0
TRR-CCG1-2	0
TRA-AGC2-2	0
RPL13P	0
LINC01623	0
TRA-AGC2-1	0
TRF-GAA4-1	0
TRA-TGC5-1	0
TRF-GAA3-1	2
TRA-TGC7-1	0
TRA-AGC1-1	0
TRF-GAA1-1	2
TRA-TGC1-1	0
NOP56P1	0
TRA-AGC23-1	0
TRA-TGC6-1	0
TRK-TTT7-1	0
TRR-CCG1-1	0
RPSAP2	1
TRA-CGC4-1	0
TRF-GAA11-1	0
TRT-AGT3-1	0
TRA-AGC7-1	0
TRA-CGC5-1	1
TRK-TTT13-1	0
LOC100288016	0
LOC105374297	0
LOC105374298	0
SDHAP2	0
MIR570	0
SMBD1P	22
MIR570HG	0
MUC20	0
MUC4	13
LOC112268340	0
LYPLA2P1	1
MYL12BP3	0
DAXX	11
ZBTB22	0
TAPBP	6
RGL2	4
MIR6834	0
PFDN6	0
MIR6873	0
WDR46	6
B3GALT4	0
RING1	0
MIR219A1	0
HSD17B8	0
SLC39A7	0
RNY4P10	0
RXRB	0
HCG24	13
LOC105375021	0
RNU1-116P	0
HLA-DRB2	0
HLA-DRB3	39
LOC105379657	0
RNA5SP206	4
C4A	7
ZBTB12	0
SNORD52	0
SNORD48	2
SNHG32	2
HSPA1B	88
HSPA1A	0
HSPA1L	4
LSM2	2
LOC105379656	0
DHFRP2	4
CCHCR1	15
POLR2LP1	0
PSORS1C2	0
CDSN	3
PSORS1C1	0
C6orf15	0
MUC21	0
NAPGP2	0
HCG21	1
MUCL3	0
SFTA2	7
VARS2	11
GTF2H4	2
MIR4640	0
DDR1	13
LINC02570	0
RPL7P4	0
NRM	0
PPP1R18	4
TRIM26BP	0
MICD	0
HLA-W	0
MICF	0
LOC107987452	1
RPL23AP1	0
HCG4P11	0
OR2H2	0
RPL13AP	0
SNORD32B	0
TMEM183AP1	0
OR2H5P	0
UBD	0
TRV-AAC6-1	0
LOC112268339	0
LOC112268337	0
HLA-DQB1-AS1	29
LOC107987449	0
FKBPL	0
ATF6B	21
LOC110384692	0
LOC112267902	2
WASF5P	0
LOC107987448	0
HCG4P8	0
LOC107987447	0
HCG9P5	0
LOC112268336	0
LOC100294188	0
LOC112268335	0
HLA-S	0
ZDHHC20P2	0
RN7SKP186	0
TMPOP1	0
LOC107987443	0
TCF20	11
CYP2D8P	0
CYP2D7	3
LOC112268333	0
LOC102723722	4
CYP2D6	0
LOC105373047	0
OLA1P1	0
NDUFA6-DT	0
NDUFA6	0
SMDT1	1
PHETA2	14
LOC112268334	0
MUC2	2
LOC107987157	0
LINC02688	0
MUC6	0
AP2A2	71
RNU6-1025P	0
LOC105377779	0
MIR3674	0
CLN8	0
CLN8-AS1	0
LOC100130321	2
LOC105377778	3
DLGAP2	0
DLGAP2-AS1	0
HLA-DPA3	0
LOC112267927	0
LOC100294160	0
LOC107987440	0
LINC01596	1
LOC105377619	5
FRG1-DT	0
RNU1-51P	0
LOC105377616	0
LOC107987311	0
LINC01262	0
LOC105377615	0
HSP90AA4P	0
LOC105377614	0
KRT18P53	0
FABP5P13	0
LOC102723840	0
PPP2R3B	7
LOC101929829	0
LOC107987438	0
LOC107987441	0
LOC105372225	0
SALL3	1
LINC01896	0
LOC105372221	0
LOC105372220	0
LOC105372219	0
WNT9B	0
LOC101929777	0
WNT3	1
RPS7P11	8
LOC107985026	0
NSF	5
FAM215B	2
RN7SL199P	2
LRRC37A2	8
ARL17A	12
RDM1P2	3
LOC100132570	3
DND1P2	6
MAPK8IP1P1	2
KANSL1-AS1	1
LOC107985027	1
KANSL1	16
STH	0
LOC105371800	0
MAPT-IT1	1
MAPT	5
SPPL2C	0
MAPT-AS1	0
CRHR1	0
LOC107985028	0
LOC105371802	3
ARF2P	2
LINC02210-CRHR1	0
LINC02210	1
RPS26P8	23
MAPK8IP1P2	16
LOC105376839	0
DND1P1	2
RDM1P1	0
LOC102724345	27
LRRC37A4P	0
LOC112267925	0
LRRC37A3	22
LOC105369225	0
MIR4315-1	0
PLEKHM1	4
ARHGAP27	10
LOC105371796	0
RNA5SP443	0
KRTAP9-12P	4
KRTAP9-2	0
KRTAP9-4	0
KRTAP9-9	0
KRTAP9-6	0
KRTAP9-11P	0
KRTAP9-7	0
KRTAP9-10P	0
KRTAP29-1	0
LOC102724956	0
TBC1D3I	0
LOC105371747	0
CCL4L1	26
CCL3L1	11
LOC107987437	0
LOC105379634	0
CCL3P1	0
TBC1D3G	0
LOC100420853	0
YWHAEP6	2
LOC105379635	0
CCL4L2	0
CCL3L3	0
TBC1D3B	0
LOC100420851	20
LOC107985056	3
LOC100419980	0
LOC107985055	0
RN7SL301P	1
CCL4	2
LOC101927369	0
CCL3	0
CCL3-AS1	0
CCL18	113
LOC105379599	0
MIR3183	0
LOC105371481	0
LOC112268190	0
ABR	9
TIMM22	0
NXN	190
RPH3AL-AS1	0
RPH3AL	41
LOC107984761	0
LOC107984089	0
FMN1	37
GREM1-AS1	0
GREM1	2
LOC105370756	2
SCG5-AS1	0
LOC105379633	1
SCG5	0
ARHGAP11A-SCG5	0
ARHGAP11A	1
RN7SL286P	0
GOLGA8N	6
LOC101928042	0
LINC02256	22
WHAMMP1	2
LOC107984723	0
LOC101060588	0
RNU6-18P	0
LOC107984069	1
LOC105370754	0
CHRNA7	19
DEPDC1P1	0
LOC105370753	1
OTUD7A	4
LOC400347	0
UBE2CP4	1
LOC105370939	0
LOC105376707	0
KLF13	26
LOC283710	0
LOC107984092	8
LINC02352	0
LOC107984779	0
MIR211	0
LOC105370752	51
TRPM1	0
RNU6-466P	0
MTMR10	38
FAN1	18
LOC388104	0
LOC100629121	0
HERC2P10	0
RN7SL82P	0
LOC107987436	0
LOC101930434	0
LOC107984025	0
LOC100288637	5
ARHGAP11B	0
RN7SL628P	0
GOLGA8H	2
ARHGAP11B-DT	4
ULK4P1	2
DNM1P29	0
RN7SL196P	0
LOC100288482	0
GOLGA8R	1
LOC105376704	7
MPHOSPH10P3	3
LOC105370750	0
LOC101929944	0
GOLGA8Q	1
DNM1P50	2
ULK4P2	0
LOC105370751	0
CHRFAM7A	8
LOC102724055	6
RNU6-17P	0
LOC728424	10
LINC02249	0
LOC105370747	0
LOC105370746	0
DNM1P30	1
RN7SL469P	0
LOC101929922	0
GOLGA8T	1
ULK4P3	0
DNM1P28	0
RN7SL673P	0
GOLGA8J	0
SYNGR2P1	0
NCAPGP2	23
HMGN2P5	7
TJP1	74
LOC105370743	5
LOC100130111	0
TUBBP8	0
NSMCE3	0
LOC100420707	2
FAM189A1	4
APBA2	1
PDCD6IPP2	8
LOC100289656	0
LOC100996670	0
WHAMMP2	1
RN7SL719P	0
LOC107984746	0
GOLGA8M	0
LOC100419574	0
HERC2P9	0
HERC2P11	0
LOC105369220	0
LOC100132202	0
MPHOSPH10P8	0
GOLGA8G	1
ABCB10P4	0
MIR4509-3	0
LOC101059997	1
MIR4509-2	0
ABCB10P3	0
GOLGA8F	32
MPHOSPH10P7	0
GOLGA6L22	5
LOC101060587	0
HERC2P1	0
RPL41P2	36
HERC2	98
RPL5P32	0
OCA2	2
LOC100421667	0
MIR4509-1	0
ABCB10P1	0
RN7SL106P	0
GOLGA8DP	4
MPHOSPH10P5	0
GOLGA6L1	0
LOC101060118	0
ELMO2P1	4
TUBGCP5	24
PRB1	0
PRB4	0
PRB3	0
LOC100420583	0
LOC107987435	0
TAS2R42	0
TAS2R67P	0
SMIM10L1	6
TAS2R30	0
TAS2R45	0
TAS2R68P	0
TAS2R46	0
TAS2R63P	0
TAS2R31	0
TAS2R19	0
TAS2R20	1
TAS2R50	0
TAS2R15P	0
TAS2R14	0
PRH1-TAS2R14	0
PRH2	0
TAS2R13	0
TAS2R12P	0
PRH1	0
PRR4	0
PRH1-PRR4	0
LOC100420580	0
TAS2R10	0
LOC107984459	0
TAS2R9	0
TAS2R8	0
TAS2R7	0
IFITM10	9
KRTAP5-6	0
LINC02708	0
FAM99B	0
FAM99A	0
KRTAP5-5	0
KRTAP5-4	0
KRTAP5-3	0
KRTAP5-2	0
KRTAP5-1	0
KRTAP5-AS1	0
DUSP8	1
LOC105379626	3
LOC105379586	0
LOC105377775	0
LOC105379627	0
FAM20C	196
LOC105375116	0
LOC105375115	0
LOC100507642	3
LOC102723672	1
LOC105375114	0
LOC101929756	0
LOC105375113	0
LOC107986751	0
LOC105375112	2
LOC102723872	0
RNU1-79P	0
LOC107987429	0
LOC112267926	0
LOC107987427	0
LOC105375006	0
TRA-CGC2-1	0
TRA-AGC4-1	3
LINC00533	0
TRT-CGT3-1	0
TRA-TGC2-1	0
LOC105374996	8
TRA-TGC9-1	0
TRA-AGC3-1	0
TRS-GCT4-1	0
TRQ-TTG2-1	0
ZBED9	0
TRR-TCG5-1	0
LOC107986586	0
TRI-TAT3-1	0
GPX5	0
GPX6	5
PROP1	7
SUDS3P1	3
LOC100128340	7
LOC728554	0
MCCC2	124
HMGN1P12	0
LOC100419852	0
BDP1	9
LOC107987434	0
PMCHL2	1
LINC02197	2
LOC107986421	0
LOC441081	2
GUSBP17	1
LOC107987433	0
GUSBP9	148
CDH12P4	0
NAIPP4	15
GTF2H2	10
NAIPP1	1
NAIP	10
SMN1	15
SERF1A	2
CDH12P3	2
NAIPP2	40
SMN2	3
SERF1B	0
CDH12P2	2
LOC105369228	0
LOC105379023	0
LOC112268330	1
GUSBP1	55
LOC728452	0
LOC728506	1
GUSBP15	10
GUSBP3	0
LOC105379623	0
RARRES2P4	0
FRG2	0
DUX4L9	0
RNA5SP175	0
RNA5SP174	0
TUBB7P	0
MLLT10P2	0
FRG1	0
LINC01881	4
LINC01880	0
LOC105373980	0
LOC285097	0
LINC01238	0
LINC01237	0
LOC101926946	17
LOC105374866	1
LOC112268329	0
OR2G6	6
OR2AS2P	0
OR2T5	0
LOC105373277	0
OR2T3	0
LOC105373279	0
OR2T2	0
OR2T7	0
OR2T1	0
OR2T6	0
OR2T4	0
TBX22	0
LINC00685	6
APOBEC3A_B	1
LOC105373032	0
NCF4	66
NCF4-AS1	0
PVALB	0
NDUFA9P1	0
RPL41P3	0
RBFOX2	22
APOL5	3
MRPS16P3	0
CABIN1	254
GSTTP2	2
GSTT1	349
GSTT1-AS1	0
LOC391322	6
LOC100420769	11
EIF4EBP1P2	0
MTND1P13	0
GSTT4	2
GSTT2	0
DDT	0
DDTL	0
GSTT2B	1
LOC100652871	0
LOC100129358	0
LOC107985558	1
MIF	0
MIF-AS1	0
RN7SL268P	0
SLC2A11	0
DERL3	0
SMARCB1	0
MMP11	0
LOC107985577	0
CHCHD10	0
C22orf15	6
LINC02557	0
LOC648771	78
FAM230I	0
LINC01659	0
LOC107985555	0
ZDHHC8P1	0
CES5AP1	0
LL22NC03-63E9.3	0
PRAME	0
LOC105379601	0
ZNF280A	0
LOC105379602	0
ZNF280B	0
LOC100736412	0
LOC105379603	0
LOC105379604	12
LOC102725003	0
LOC105379605	0
IGLV5-39	0
IGLV7-43	0
LOC102724999	8
IGLV5-45	1
SNORD159	0
LSS	40
SPATC1L	1
FTCD-AS1	0
FTCD	0
GART	174
DNAJC28	0
RPS5P3	0
TMEM50B	0
IFNGR2	25
C21orf62	0
C21orf62-AS1	0
PAXBP1	170
RNU4-45P	0
LOC100420035	0
LOC105379618	0
LINC00308	0
LOC100134423	8
BTG3-AS1	0
BTG3	44
LOC107987418	1
NEK4P1	0
LOC107985511	0
PCMTD2	98
MYT1	0
LOC105372727	0
NPBWR2	0
OPRL1	2
KCNQ2-AS1	0
LOC105372721	9
KCNQ2	0
LOC105372704	0
TAF4	13
MIR1257	0
CDH4	21
LOC107985440	0
LOC107987425	0
PCAT19	480
TPM3P5	44
PLEKHA3P1	5
LINC01480	2
LOC110467527	0
CEACAM21	16
CEACAMP3	0
DNAJC19P2	0
LOC105372404	0
CEACAM4	1
DNAJC19P3	0
LOC105372405	0
CEACAM7	0
GPI	447
GARRE1	87
RPL29P33	0
LSM14A	42
ZNF92P2	0
PCGF7P	12
MTDHP5	0
VN1R85P	0
ZNF676	0
BNIP3P30	0
LOC105372328	0
LOC107985324	0
BNIP3P31	0
ZNF43	55
BRI3BPP1	0
CCNYL6	0
ZNF100	0
VN1R84P	0
MTDHP4	0
MTDHP3	0
LOC400682	0
ZNF430	62
LOC112268247	0
KRT18P40	0
ZNF85	0
LOC100418993	0
LOC100418992	0
LOC100418991	0
LOC100418990	0
LOC100418989	0
LOC100418988	0
LOC100418987	0
LOC100418986	0
BNIP3P24	0
ZNF66	15
VN1R79P	0
LOC100533638	0
LOC105372319	0
SBNO2	5
MED16	176
CFD	1
ELANE	1
PRTN3	0
AZU1	0
CTDP1	65
CTDP1-DT	0
LOC284240	0
DSEL	0
LOC100422053	3
RPLP0P11	0
LOC105372115	0
SKA1	0
LOC105372114	0
RNA5SP458	0
TBCD	229
B3GNTL1	21
METRNL	165
SEPTIN9	1090
LOC107984143	0
SEPTIN9-DT	0
LACAT1	0
MYL6P5	0
RDM1P4	0
LOC107984156	1
LOC100294336	0
LOC101929775	4
LOC107984142	1
LOC112268319	0
LOC100996747	0
LOC100996745	0
LOC105371801	0
LOC105371799	1
RN7SL656P	0
LRRC37A	0
LOC107987254	0
LOC100996709	6
NSFP1	0
LOC101929774	1
KRTAP16-1	0
KRTAP17-1	0
TBC1D3P7	0
KRT33A	8
LOC105371778	0
KRT33B	0
KRT34	0
LOC100653049	0
KRT31	5
KRT41P	12
LOC100505782	0
KRT37	0
KRTAP9-3	0
KRTAP9-8	0
KRTAP4-12	0
KRTAP4-11	0
KRTAP4-9	0
KRTAP4-16	2
KRTAP4-8	0
LOC100996750	0
KRTAP2-5P	0
KRTAP2-4	0
KRTAP2-3	0
KRTAP2-2	0
KRTAP2-1	0
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP3-1	0
KRTAP3-4P	0
KRTAP3-2	0
KRTAP3-3	0
KRT40	0
KRT39	0
LOC107985072	0
KRT23	0
KRT20	0
KRT12	0
LOC105371777	0
C17orf98	0
MIR4727	0
CWC25	9
PIP4K2B	1
RNU6-866P	0
PSMB3	0
TRN-GTT2-5	0
LOC100287808	0
PCGF2	0
RNA5SP440	0
CISD3	0
MIR4726	0
LOC105371762	0
MLLT6	0
MIR4734	0
LOC105371763	0
LOC105371764	0
EPOP	0
LOC105371761	0
SRCIN1	0
LOC101929494	0
ARHGAP23	11
SOCS7	4
GPR179	0
MRPL45	30
LOC105371760	0
NPEPPSP1	11
TBC1D3	0
LOC102723933	0
RNA5SP526	0
LOC112268325	2
TBC1D3E	1
LOC102723851	0
RNU6-489P	0
YWHAEP7	2
LOC105371757	0
LOC105371754	3
LOC107985009	0
HNF1B	1
LOC105371756	0
LOC105371755	2
MIR378J	0
DDX52	29
SYNRG	5
DUSP14	4
LOC100419621	1
TADA2A	11
C17orf78	0
SNORA90	0
RPL18AP12	112
HMGB1P24	0
RPS2P49	0
ACACA	3
LOC105371753	0
MIR2909	0
AATF	2
LHX1	32
LHX1-DT	1
LOC105371750	32
LOC105379600	0
LOC105371751	0
LOC105376836	9
MRM1	4
LOC107985031	0
DHRS11	0
RPS2P50	0
GGNBP2	10
PIGW	0
MYO19	1
RNA5SP439	0
ZNHIT3	0
LOC105371749	0
TBC1D3JP	0
TBC1D3F	0
RNU6-1192P	0
TBC1D3H	0
LOC100420852	0
LOC102723414	0
LOC101060212	0
CCL23	37
CCL15	0
CCL15-CCL14	0
CCL14	0
CCL16	6
LYZL6	0
RDM1	0
LOC100133244	0
LRRC37A9P	0
LRRC37A8P	0
LOC105371745	0
CCL5	1
LOC105371744	0
LOC107985049	0
HEATR9	0
TAF15	2
MMP28	12
SERPINF1	1045
SERPINF2	0
WDR81	56
MIR22	0
MIR22HG	0
TLCD2	0
PRPF8	0
RILP	8
SCARF1	2
RN7SL105P	0
SLC43A2	38
CRK	14
YWHAE	0
ABR-AS1	0
MRPL14P1	0
LOC105371480	0
LOC105371425	0
LOC101929045	4
LINC02091	2
DOC2B	1
SCGB1C2	0
LOC101929828	0
GTF2IP17	0
LOC101929823	0
LINC02887	0
LOC102723777	0
LOC101929817	0
UTP4	56
RNU6-22P	0
SNTB2	343
CES5A	0
CES1	47
LOC107987423	64
LOC441750	0
LOC100133127	0
LOC105371105	0
LOC105371098	0
NPIPA7	0
MIR6511A3	0
PKD1P2	1
MIR6770-2	0
MIR6511A2	0
PKD1P1	10
MIR3180-2	0
MIR3670-2	0
MIR3179-2	0
LOC105371099	0
NOMO3	3
LOC105371100	2
ABCC6	11
RPL17P40	7
ABCC1	84
RPL15P20	0
LOC107984869	42
RNU6-213P	2
CEP20	21
MYH11	2
NDE1	4
MIR484	0
MIR6506	0
MARF1	4
LOC105371102	0
BMERB1	6
MPV17L	13
NPIPA5	0
LOC105371103	1
ABCC6P1	21
ABCC6P2	2
NOMO1	27
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0
MIR1972-1	0
LOC728138	4
NPIPA1	0
MIR3179-3	0
MIR3670-3	0
MIR3180-3	0
LOC102724992	7
MIR6511A1	0
LOC100288162	0
MIR6770-1	0
NPIPA2	11
PKD1	162
LOC102724984	21
MIR1972-2	0
NTAN1	26
RRN3	32
LOC100505915	7
NPIPP1	2
NPIPA8	1
MIR6511B2	0
PKD1P6-NPIPP1	5
PDXDC1	74
MIR4516	15
MIR3180-4	0
LOC105371096	1
LOC105371097	0
LOC107984870	0
LOC100652777	0
NPIPA3	0
LOC105371095	1
PLA2G10	0
RNU7-125P	0
BFAR	1
RN7SL274P	0
LOC107984865	0
LOC105371094	0
LOC107987416	0
PARN	4
CDIP1	0
HMOX2	1
NMRAL1	4
DNAJA3	0
VASN	0
CORO7	0
PAM16	0
CORO7-PAM16	0
GLIS2-AS1	0
GLIS2	10
HS3ST6	0
LINC02124	5
LINC00254	2
CAPN15	138
LINC00235	0
LOC107987417	0
RAB11FIP3	22
DECR2	0
CPEB1	7
RPS17	1
DNM1P38	0
LOC105370926	5
GOLGA2P10	5
CSPG4P10	0
UBE2Q2P6	27
LOC102724034	0
GOLGA6L3	168
GOLGA6L9	128
RPL9P8	3
UBE2Q2P2	0
GOLGA6L4	17
DNM1P41	33
LOC103171574	1
UBE2Q2L	0
LOC440300	7
LOC105379597	3
LOC101929479	1
GOLGA2P7	6
GOLGA6L10	160
DNM1P43	0
ADAMTS7P1	2
MIR4311	0
LOC105370867	0
MEGF11	14
RNU1-119P	0
LOC105370798	0
SORD2P	5
TRIM69	5
LOC100419583	4
MIR10393	0
B2M	4453
PATL2	47
LOC107987422	2
CYFIP1	445
GOLGA8IP	0
RN7SL495P	0
LOC101927846	0
LOC100419579	2
HERC2P2	118
HERC2P7	7
LOC112268161	0
MPHOSPH10P9	0
GOLGA8EP	0
SPATA31E3P	0
LOC441711	4
LOC102724737	0
LOC107987218	0
FAM30C	2
OR4M2B	0
OR4H6P	0
LOC107987217	0
LINC02203	1
OR11J6P	0
OR11J2P	0
MIR5701-2	0
NF1P9	4
LOC105369227	0
LOC107984135	1
VN1R60P	0
RNU6-631P	0
MIR3118-3	0
POTEB3	3
GRAMD4P6	0
CXADRP2	15
LONRF2P4	0
RNU6-1235P	0
LOC105379593	0
LOC646214	13
LOC105370714	0
LOC105370715	0
NBEAP4	6
IGHV5-78	0
MIR5195	0
IGHVIII-76-1	0
IGHV3-76	0
IGHV3-75	0
IGHVII-74-1	0
IGHV3-74	0
IGHV3-73	0
IGHV3-72	0
IGHV3-71	0
IGHV2-70	5
IGHV1-69D	18
IGHV1-69-2	0
IGHV3-69-1	0
IGHV2-70D	0
IGHV1-69	1
IGHV1-68	0
IGHVIII-67-4	0
IGHVIII-67-3	0
IGHVIII-67-2	0
IGHVII-67-1	0
SLC20A1P1	0
IGHV1-67	0
IGHV3-66	0
IGHVII-65-1	0
IGHV3-65	0
LOC102724977	0
IGHV3-64	0
GOLGA4P3	0
IGHV3-63	0
IGHVII-62-1	0
IGHV3-62	0
IGHV4-61	0
IGHVII-60-1	0
RNA5SP389	0
IGHV3-60	0
IGHV4-59	0
IGHV1-58	0
IGHV3-57	0
IGHV7-56	0
IGHV4-55	2
IGHV3-54	0
IGHVII-53-1	0
IGHV3-53	0
IGHV3-52	0
IGHVII-51-2	0
IGHV8-51-1	0
IGHV5-51	0
IGHV3-50	0
IGHVII-49-1	0
IGHV3-49	0
IGHV3-48	0
IGHVIII-47-1	0
IGHV3-47	0
IGHVII-46-1	0
IGHV1-46	0
IGHV1-45	0
IGHVII-44-2	0
IGHVIV-44-1	0
LINC00221	0
IGHVIII-44	0
IGHVII-43-1	0
IGHV3-43	0
IGHV3-42	0
HOMER2P1	0
IGHV3-41	0
IGHVII-40-1	0
